<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
it_vbc_pt2_2;Lekkostrawny Organ Propagandy;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;Lekkostrawny Zbiornik;;
it_vrcc_centauro_shop;OPPRZWP;VRCC-105;VRCC-105;VRCC;VRCC;VRCC;OPPRZWP;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;;
it_vrcc_centauro_0;Organ Propagandy Pomocy Rozpoznającej Zezbrojonej Waleczności Półkonia;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Organ Propagandy Pomocy Rozpoznającej Zezbrojonej Waleczności Półkonia;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;半\t人\t马\t骑\t兵\t侦\t察\t战\t斗\t载\t具;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;정찰 기병장갑차 센타우로;Vehículos de Reconocimiento y Combate de Caballería Centauro;Vehículos de Reconocimiento y Combate de Caballería Centauro;半\t人\t馬\t騎\t兵\t偵\t查\t戰\t鬥\t載\t具;Vehículos de Reconocimiento y Combate de Caballería Centauro;;
it_vrcc_centauro_1;OPPRZWP;VRCC-105;VRCC-105;VRCC;VRCC;VRCC;OPPRZWP;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;VRCC;;
it_vrcc_centauro_2;Lekkostrawny Organ Propagandy;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;Lekkostrawny Zbiornik;;
it_centauro_mgs_120_shop;Złoty Grosik I 120;Centauro I (120);Centauro I 120mm;Centauro I 120;Centauro I 120;Centauro I 120;Półkoń I 120;Centauro I 120;Centauro I 120;半\t人\t马 I/120;チェンタウロ I 120;Centauro I 120;Centauro I 120;Centauro MGS;Centauro I 120;센타우로 I 120;Centauro I 120;Centauro MGS;半\t人\t馬 MGS;“半\t人\t马”\tMGS/120 毫\t米;;
it_centauro_mgs_120_0;Zezbrojony Pochmurny Złoty Grosik, 120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;Zezbrojony Pochmurny Półkoń, 120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;半\t人\t马\t重\t型\t装\t甲\t车\t/120 毫\t米;Blindo Pesante チェンタウロ、\t120 mm;Blindo Pesante Centauro, 120 mm;Blindo Pesante Centauro, 120 mm;Centauro MGS;Blindo Pesante Centauro, 120 mm;블린도 페잔테 센타우로, 120mm;Blindo Pesante Centauro, 120 mm;Centauro MGS;半\t人\t馬 機\t動\t火\t炮\t系\t統;“半\t人\t马”\tMGS/120 毫\t米;;
it_centauro_mgs_120_1;Złoty Grosik I 120;Centauro I (120);Centauro I 120mm;Centauro I 120;Centauro I 120;Centauro I 120;Półkoń I 120;Centauro I 120;Centauro I 120;半\t人\t马 I/120;チェンタウロ I 120;Centauro I 120;Centauro I 120;Centauro MGS;Centauro I 120;센타우로 I 120;Centauro I 120;Centauro MGS;半\t人\t馬 MGS;“半\t人\t马”\tMGS/120 毫\t米;;
it_centauro_mgs_120_2;Lekkostrawny Organ Propagandy;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Samohotka;könnyű harckocsi;자주포;Лёгкий танк;Pistolet Samonapędowiec;輕\t型\t坦\t克;自\t行\t火\t炮;;
it_b1_centauro_romor_shop;Złoty Grosik I 105 R;Centauro I (105) R;Centauro I 105 ROMOR;Centauro I 105 R;Centauro I 105 R;Centauro I 105 R;Półkoń I 105 R;B1 Centauro ROMOR;Centauro I 105 R;半\t人\t马 I/105 R;チェンタウロ I 105 R;Centauro I 105 R;Centauro I 105 R;Centauro ROMOR;Centauro I 105 R;센타우로 I 105 R;Centauro I 105 R;Centauro ROMOR;半\t人\t馬 ROMOR;“半\t人\t马” 装\t甲\t加\t强\t型;;
it_b1_centauro_romor_0;Zezbrojony Pochmurny Złoty Grosik, Łańcuch Wydarzeń 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo Armata B1 Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Zezbrojony Pochmurny Półkoń, Łańcuch Wydarzeń 1, ROMOR;Autoblindo B1 Centauro ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;半\t人\t马\t重\t型\t装\t甲\t车 (1 批\t次)/ROMOR 爆\t炸\t反\t应\t装\t甲;Blindo pesante チェンタウロ、\tSerie 1、\tROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo Armata B1 Centauro ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindo pesante Centauro, Serie 1, ROMOR;Blindat B1 Centauro ROMOR;半\t人\t馬\t重\t型\t裝\t甲\t車 (1 批\t次)/ROMOR 爆\t炸\t反\t應\t裝\t甲;“半\t人\t马” 装\t甲\t加\t强\t型;;
it_b1_centauro_romor_1;Złoty Grosik I 105 R;Centauro I (105) R;Centauro I 105 ROMOR;Centauro I 105 R;Centauro I 105 R;Centauro I 105 R;Półkoń I 105 R;B1 Centauro ROMOR;Centauro I 105 R;半\t人\t马 I/105 R;チェンタウロ I 105 R;Centauro I 105 R;Centauro I 105 R;Centauro ROMOR;Centauro I 105 R;센타우로 I 105 R;Centauro I 105 R;Centauro ROMOR;半\t人\t馬 ROMOR;“半\t人\t马” 装\t甲\t加\t强\t型;;
it_b1_centauro_romor_2;Lekkostrawny Organ Propagandy;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Samohotka;könnyű harckocsi;경전차;Лёгкий танк;Vânător de tancuri;輕\t型\t坦\t克;自\t行\t火\t炮;;
it_b1_centauro_shop;Złoty Grosik I 105;Centauro I (105);Centauro I 105 (P);Centauro I 105;Centauro I 105;Centauro I 105;Półkoń I 105;B1 Centauro;Centauro I 105;半\t人\t马 I/105;チェンタウロ I 105;Centauro I 105;Centauro I 105;Centauro;Centauro I 105;센타우로 I 105;Centauro I 105;Centauro;半\t人\t馬;“半\t人\t马”;;
it_b1_centauro_0;Zezbrojony Pochmurny Złoty Grosik, Przedłańcuch Wydarzeń;Blindo pesante Centauro, Preserie;Blindo Armata B1 Centauro (Preserie);Blindo pesante Centauro, Vorserie;Blindo pesante Centauro, Preserie;Blindo pesante Centauro, Preserie;Zezbrojony Pochmurny Półkoń, Przedłańcuch Wydarzeń;Autoblindo B1 Centauro;Blindo pesante Centauro, Preserie;半\t人\t马\t重\t型\t装\t甲\t车 (预\t生\t产\t批\t次);Blindo pesante チェンタウロ、\tPreserie;Blindo pesante Centauro, Preserie;Blindo pesante Centauro, Preserie;Blindo Armata B1 Centauro;Blindo pesante Centauro, Preserie;Blindo pesante Centauro, Preserie;Blindo pesante Centauro, Preserie;Blindat B1 Centauro;半\t人\t馬\t重\t型\t裝\t甲\t車 (預\t生\t產\t批\t次);“半\t人\t马”;;
it_b1_centauro_1;Złoty Grosik I 105;Centauro I (105);Centauro I 105;Centauro I 105;Centauro I 105;Centauro I 105;Półkoń I 105;B1 Centauro;Centauro I 105;半\t人\t马 I/105;チェンタウロ I 105;Centauro I 105;Centauro I 105;Centauro;Centauro I 105;센타우로 I 105;Centauro I 105;Centauro;半\t人\t馬;“半\t人\t马”;;
it_b1_centauro_2;Lekkostrawny Organ Propagandy;Char léger;Autoblindo;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Samohotka;könnyű harckocsi;자주포;Лёгкий танк;Vânător de tancuri;輕\t型\t坦\t克;自\t行\t火\t炮;;
it_fiat_cm52_shop;Tir-tler;;;;;;Tir-tler;;;;;;;;;;;;;;;
it_fiat_cm52_0;Tir-tler 52 centymetry;;;;;;Tir-tler 52 centymetry;;;;;;;;;;;;;;;
it_fiat_cm52_1;Tir-tler;;;;;;Tir-tler;;;;;;;;;;;;;;;
it_fiat_cm_52_2;Ciężarówka Przeciwtlenowa;;;;;;Ciężarówka Przeciwtlenowa;;;;;;;;;;;;;;;
it_as_42_47_shop;AS 42/47;AS 42/47;AS 42 47/32;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;;
it_as_42_47_0;"Dżip AS 42 Czcionka II ""Stolica"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Dżip AS 42 Czcionka II ""Stolica"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";AS42 II 型\t“都\t市\t快\t车”\t/32 倍\t径 47 毫\t米\t火\t炮;"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"카미오네타 AS 42 티포 II ""메트로폴리타나"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";"Camionetta AS 42 Tipo II ""Metropolitana"" 47/32";;
it_as_42_47_1;AS 42/47;AS 42/47;AS 42 47/32;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;AS 42/47;;
it_as_42_47_2;Pistolet Samonapędowiec;Canon automoteur;Autoblindo;Panzerjäger;Pistolet Samonapędowiec;САУ;Pistolet Samonapędowiec;samohybné dělo;Pistolet Samonapędowiec;自\t行\t火\t炮;Pistolet Samonapędowiec;Pistolet Samonapędowiec;САУ;Pistolet Samonapędowiec;Pistolet Samonapędowiec;구축전차;САУ;Pistolet Samonapędowiec;Pistolet Samonapędowiec;Pistolet Samonapędowiec;;
it_as_42_metropolitana_shop;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS42;AS 42;AS42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42 [AAA];AS 42 ;AS42;;
it_as_42_metropolitana_0;"Dżip AS 42 Czcionka II ""Stolica""";Camionetta AS 42 Tipo II “Metropolitana”;"Camionetta AS 42 Tipo II ""Metropolitana""";"Camionetta AS 42 Tipo II ""Metropolitana""";"Camionetta AS 42 Tipo II ""Metropolitana""";"Camionetta AS 42 Tipo II ""Metropolitana""";"Dżip AS 42 Czcionka II ""Stolica""";"Camionetta AS42 Tipo II ""Metropolitana""";"Camionetta AS 42 Tipo II ""Metropolitana""";AS42 II 型\t“都\t市\t快\t车”;"Camionetta AS 42 Tipo II ""Metropolitana""";"Camionetta AS 42 Tipo II ""Metropolitana""";Camionetta AS 42 Tipo II “Metropolitana”;"Camionetta AS 42 Tipo II ""Metropolitana""";Camionetta AS 42 Tipo II „Metropolitana”;"카미오네타 AS 42 티포 II ""메트로폴리타나""";"Camionetta AS 42 Tipo II ""Metropolitana""";Camionetă AS 42 Tip II „Metropolitana”;AS42 II 型 地\t鐵;AS42 II 型\t“地\t铁”;;
it_as_42_metropolitana_1;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS42;AS 42;AS42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42;AS 42 [AAA];AS 42;AS42;;
it_as_42_metropolitana_2;Samonapędowiec Przeciw-Tlenowiec;AA auto-moteur;Antiaerea;Samonapędowiec Przeciw-Tlenowiec;Antiaéreo autopropulsado;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;AS42;KMUS;自\t行\t防\t空\t炮;自走式対空砲;AAAP;ЗСУ;Samohodni PA top;önjáró légvédelmi löveg;자주대공포;ЗСУ;AAA;自\t行\t防\t空\t炮;自\t行\t防\t空\t炮;;
it_otomatic_shop;OTO ŚPOPOT;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOPPTZPH;OTOMATIC;OTOMATIC;OTOMATIC;オトマティック;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC [AAA];奧\t托\t馬\t蒂\t克;“奥\t托”\t自\t行\t防\t空\t炮;;
it_otomatic_0;OTO Środkowy Przeciw-tlenotworzycielowy Organ Propagandy za Oddzielaniem i Tępieniem;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Przewód Przeciw-Tlenotworzycielowy Zbiornika za Przerwaniem i Harcem;OTOMATIC semovente antiaereo;OTO Önleme ve Muharebe için Ana Uçak-savar Tankı;奥\t托\t拦\t截\t与\t战\t斗\t用\t主\t力\t防\t空\t坦\t克;OTO 迎撃および\t戦闘用主力対空戦車;Arma OTO antitanque e antiaérea para Interceção e Combate;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO Main Anti-aircraft Tank for Intercept and Combat;OTO 요격 및 전투용 주력대공전차;OTO Main Anti-aircraft Tank for Intercept and Combat;Tanc principal antiaerian de interceptare și luptă;奧\t托\t攔\t截\t與\t戰\t鬥\t用\t主\t力\t防\t空\t坦\t克;“奥\t托”\t自\t行\t防\t空\t炮;;
it_otomatic_1;OTOPPTZPH;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOPPTZPH;OTOMATIC;OTOMATIC;OTOMATIC;オトマティック;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC;OTOMATIC [AAA];奧\t托\t馬\t蒂\t克;“奥\t托”\t自\t行\t防\t空\t炮;;
it_otomatic_2;Samonapędowiec Przeciw-Tlenowiec;Samonapędowiec Przeciw-Tlenowiec;Antiaerea;Samonapędowiec Przeciw-Tlenowiec;Antiaéreo autopropulsado;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;OTOMATIC;KMUS;自\t行\t防\t空\t炮;自走式対空砲;AAAP;ЗСУ;Samohodni PA top;önjáró légvédelmi löveg;자주대공포;ЗСУ;AAA;自\t行\t防\t空\t炮;自\t行\t防\t空\t炮;;
it_sherman_75_37_shop;▄M4 Krzyżówka;▄M4 Composito;▄M4 Hybrid;▄M4 Hybrid;▄M4 Híbrido;▄M4 Hybrid;▄M4 Krzyżówka;▄M4 Hybrid;▄M4 Hybrid;⛨\tM4 混\t合\t型;▄M4 Hybrid;▄M4 Hybrid;▄M4 Hybrid;▄M4 Hibrid;▄M4 Hybrid;▄M4 하이브리드;▄M4 Hybrid;▄M4 Hybrid;▄ M4 混\t合\t型;▄\tM4\t“谢\t尔\t曼”\t混\t合\t型;;
it_sherman_75_37_0;Średnio Wysmażony Organ Propagandy Manekin 4 Krzyżówka;Carro Medio M4 Composito;Carro Medio M4 Tipo I Hybrid;Carro Medio M4 Hybrid;Carro Medio M4 Híbrido;Carro Medio M4 Hybrid;Średnio Wysmażony Organ Propagandy Manekin 4 Krzyżówka;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;中\t型\t坦\t克 M4 混\t合\t型;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;중형전차 M4 하이브리드;Carro Medio M4 Hybrid;Carro Medio M4 Hybrid;▄ M4 雪\t曼 混\t合\t型 ;▄\tM4 混\t合\t型\t中\t型\t坦\t克;;
it_sherman_75_37_1;▄M4 Krzyżówka;▄M4 Composito;▄M4 Hybrid;▄M4 Hybrid;▄M4 Híbrido;▄M4 Hybrid;▄M4 Krzyżówka;▄M4 Hybrid;▄M4 Hybrid;⛨\tM4 混\t合\t型;▄M4 Hybrid;▄M4 Hybrid;▄M4 Hybrid;▄M4 Hibrid;▄M4 Hybrid;▄M4 하이브리드;▄M4 Hybrid;▄M4 Hybrid;▄ M4 混\t合\t型;▄\tM4\t“谢\t尔\t曼”\t混\t合\t型;;
it_sherman_75_37_2;Średnio Wysmażony Organ Propagandy;Char moyen;Carro armato medio;Mittelschwerer Panzer;Tanque mediano;Средний танк;Średnio Wysmażony Organ Propagandy;střední tank;Orta Tank;中\t型\t坦\t克;中戦車;Carro de combate Médio;Середній танк;Srednji tenk;közepes harckocsi;중형전차;Средний танк;Średnio Wysmażony Zbiornik;中\t型\t坦\t克;中\t型\t坦\t克;;
it_sherman_vc_firefly_shop;▄Ściętygość Vc;▄Sherman VC;▄M4 Tipo Vc;▄Sherman Vc;▄Sherman Vc;▄Sherman Vc;▄Ściętygość Vc;▄Sherman Vc;▄Sherman Vc;⛨\t谢\t尔\t曼 VC;▄シャーマン Vc;▄Sherman Vc;▄Sherman Vc;▄Šerman Vc;▄Sherman VC;▄셔먼 VC;▄Sherman Vc;▄Sherman Vc;▄ 螢\t火\t蟲;▄\t“萤\t火\t虫”;;
it_sherman_vc_firefly_0;Średnio Wysmażony Organ Propagandy Ściętygość Vc;Carro Medio Sherman VC;Carro Medio Sherman Tipo Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;Średnio Wysmażony Organ Propagandy Ściętygość Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;中\t型\t坦\t克\t“谢\t尔\t曼”\tVC;Carro Medio シャーマン Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;Carro Medio Sherman VC;중형전차 셔먼 Vc;Carro Medio Sherman Vc;Carro Medio Sherman Vc;"▄ 雪\t曼 VC ""\t螢\t火\t蟲\t""";▄\t“谢\t尔\t曼”\tMk VC;;
it_sherman_vc_firefly_1;▄Ściętygość Vc;▄Sherman VC;▄M4 Tipo Vc;▄Sherman Vc;▄Sherman Vc;▄Sherman Vc;▄Ściętygość Vc;▄Sherman Vc;▄Sherman Vc;⛨\t谢\t尔\t曼 VC;▄シャーマン Vc;▄Sherman Vc;▄Sherman Vc;▄Šerman Vc;▄Sherman VC;▄셔먼 VC;▄Sherman Vc;▄Sherman Vc;▄ 螢\t火\t蟲;▄\t“萤\t火\t虫”;;
it_sherman_vc_firefly_2;Średnio Wysmażony Organ Propagandy;Char moyen;Carro armato medio;Mittelschwerer Panzer;Tanque mediano;Средний танк;Średnio Wysmażony Organ Propagandy;střední tank;Orta Tank;中\t型\t坦\t克;中戦車;Tanque Médio;Середній танк;Srednji tenk;közepes harckocsi;중형전차;Средний танк;Średnio Wysmażony Zbiornik;中\t型\t坦\t克;中\t型\t坦\t克;;
it_m18_hellcat_shop;▄M18;▄M18;▄76/52 M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;⛨\tM18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄ M18;▄\tM18\t“地\t狱\t猫”;;
it_m18_hellcat_0;Samonapędowiec Zbiornik Licznikowy Manekina 18 z 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Samonapędowiec Zbiornik Licznikowy Manekina 18 z 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;⛨\t76 毫\t米\t火\t炮\t运\t载\t车 M18;セモヴェンテ controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;대전차자주포 M18 da 76/52;Semovente controcarri M18 da 76/52;Semovente controcarri M18 da 76/52;▄ M18 76 毫\t米\t火\t炮\t運\t載\t車 地\t獄\t貓;▄\tM18 76 毫\t米\t火\t炮\t运\t载\t车;;
it_m18_hellcat_1;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;⛨\tM18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄M18;▄ M18;▄\tM18\t“地\t狱\t猫”;;
it_m18_hellcat_2;Lekkostrawny Organ Propagandy;Char léger;Carro Armato Leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Samohotka;könnyű harckocsi;자주포;Лёгкий танк;Pistolet Samonapędowiec;輕\t型\t坦\t克;自\t行\t火\t炮;;
it_m24_chaffee_shop;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;⛨\tM24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄ M24;▄\tM24\t“霞\t飞”;;
it_m24_chaffee_0;Organ Propagandy Świetlarz Manekiniarz 24;Carro leggero M24;Carro leggero M24;Carro leggero M24;Carro leggero M24;Carro leggero M24;Organ Propagandy Świetlarz Manekiniarz 24;Carro leggero M24;Carro leggero M24;⛨\t轻\t型\t坦\t克 M24;Carro leggero M24;Carro leggero M24;Carro leggero M24;Carro leggero M24;Carro leggero M24;경전차 M24;Carro leggero M24;Carro leggero M24;▄ M24  霞\t飛;▄\tM24 轻\t型\t坦\t克;;
it_m24_chaffee_1;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;⛨\tM24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄M24;▄ M24;▄\tM24\t“霞\t飞”;;
it_m24_chaffee_2;Lekkostrawny Organ Propagandy;Char léger;Carro Armato Leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Laki tenk;könnyű harckocsi;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;轻\t型\t坦\t克;;
it_m3a3_stuart_shop;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;⛨\tM3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3 Stuart;▄M3A3;▄M3A3;▄M3A3;▄ M3A3;▄\tM3A3\t“斯\t图\t亚\t特”;;
it_m3a3_stuart_0;Organ Propagandy Świetlarz Manekin 3 Alternatywka 3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;Organ Propagandy Świetlarz Manekin 3 Alternatywka 3;Carro leggero M3A3;▄Hafif Tank, M3A3 Stuart;⛨\t轻\t型\t坦\t克 M3A3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;Carro leggero M3A3;경전차 M3A3;Carro leggero M3A3;Carro leggero M3A3;▄ M3A3 斯\t圖\t亞\t特;▄\tM3A3\t“斯\t图\t亚\t特”;;
it_m3a3_stuart_1;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;⛨\tM3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄M3A3;▄ M3A3;▄\tM3A3\t“斯\t图\t亚\t特”;;
it_m3a3_stuart_2;Lekkostrawny Organ Propagandy;Char léger;Carro Armato Leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Organ Propagandy;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Laki tenk;könnyű harckocsi;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;轻\t型\t坦\t克;;
it_m4a4_sherman_shop;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;⛨\tM4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄ M4A4;▄\tM4A4\t“谢\t尔\t曼”;;
it_m4a4_sherman_0;Organ Propagandy Średnio Wysmażonego M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;Organ Propagandy Średnio Wysmażonego M4A4;Carro Medio M4A4;"Carro Medio M4A4 ""Sherman""";⛨\t中\t型\t坦\t克 M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;Carro Medio M4A4;중형전차 M4A4;Carro Medio M4A4;Carro Medio M4A4;▄ M4A4 中\t型\t坦\t克;▄\tM4A4\t“谢\t尔\t曼”;;
it_m4a4_sherman_1;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;⛨\tM4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄M4A4;▄ M4A4 ;▄\tM4A4\t“谢\t尔\t曼”;;
